title,genres,actors,release_date,imdb_rating,summary,poster_path,wiki_link
Joker (2012 film),Comedy | Family | Sci-Fi,Akshay Kumar | Sonakshi Sinha | Shreyas Talpade | Minissha Lamba | Alexx O'Nell | Pitobash | Darshan Jariwala | Vrajesh Hirjee | Chitrangda Singh | Vindu Dara Singh | Asrani | Anjan Srivastav | Bikramjeet Kanwarpal | Avtar Gill,31 August 2012 (India),2.4,A space scientist working on a project to communicate with aliens visits a village called Paglapur. To improve the plight of the inhabitants of Paglapur  he comes up with a novel idea.,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Joker_2012_poster.jpg/220px-Joker_2012_poster.jpg,https://en.wikipedia.org/wiki/Joker_(2012_film)
Aalaap (film),Sci-Fi,Omkar Das Manikpuri | Pitobash | Amit Purohit | Vijay Raaz | Harsh Rajput | Rituparna Sengupta | Aabid Shamim | Murli Sharma | Abhimanyu Singh | Gamya Wijayadasa,27 July 2012 (India),5.8,Artdirector Md asdulla khan,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/AALAAP.jpg/220px-AALAAP.jpg,https://en.wikipedia.org/wiki/Aalaap_(film)
Mere Dost Picture Abhi Baki Hai,Comedy,Sunil Shetty | Udita Goswami | Rajpal Yadav,20 July 2012 (India),3.5,Amar Joshi (Sunil Shetty) sells his business in hope to become a film director. After meeting immoral producers and financers  he finds out that his journey won't be so easy.,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/MDPABHfilm.jpg/220px-MDPABHfilm.jpg,https://en.wikipedia.org/wiki/Mere_Dost_Picture_Abhi_Baki_Hai
Krishna Aur Kans,Action | Adventure | Animation,Manoj Bajpayee | Harish Bhimani | Neetu Chaudhary | Juhi Chawla | Kenneth Desai | Meghna Erande | Meena Goculdas | A.K. Hangal | Ninad Kamat | Jameel Khan | Mukesh Khanna | Anupam Kher | Vinod Kulkarni | Rahul Mulani,3 August 2012 (India),6.3,Hailed as India's first stereoscopic animated film  'Krishna Aur Kans' is an exciting narrative full of action and drama. The movie chronicles Krishna's early years -- from his birth as the nemesis of his tyrannical uncle Kans.,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/KRISHNA_AUR_KANS.gif/220px-KRISHNA_AUR_KANS.gif,https://en.wikipedia.org/wiki/Krishna_Aur_Kans
Jalpari: The Desert Mermaid,Drama | Family | Mystery,Harish Chabbra | Tannishtha Chatterjee | Parvin Dabas | Rajendra Gupta | Lehar Khan | Harsh Mayar | Suhasini Mulay | Rahul Singh,1 October 2012 (Germany),7.2,Where would you be if your mother was not allowed to be born?,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Jalpari_film_poster.jpg/220px-Jalpari_film_poster.jpg,https://en.wikipedia.org/wiki/Jalpari:_The_Desert_Mermaid
Barfi!,Comedy | Drama | Romance,Ranbir Kapoor | Priyanka Chopra | Ileana D'Cruz | Saurabh Shukla | Rupa Ganguly | Ashish Vidyarthi | Bholaraj Sapkota | Jishu Sengupta | Haradhan Bannerjee | Akash Khurana | Arun Bali | Uday Tikekar | Preiti Mamgain | Sumona Chakravarti,14 September 2012 (India),8.1,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Barfi%21_poster.jpg/220px-Barfi%21_poster.jpg,https://en.wikipedia.org/wiki/Barfi!
Heroine (2012 film),Drama,Kareena Kapoor | Arjun Rampal | Randeep Hooda | Shahana Goswami | Pooja Chopra | Divya Dutta | Rashmi Nigam | Pallavi Sharda | Ranvir Shorey | Lillete Dubey | Mugdha Godse | Sanjay Suri,21 September 2012 (India),5.1,A female superstar struggles through the trials and tribulations of being a Bollywood actress.,https://upload.wikimedia.org/wikipedia/en/6/64/Heroine_%282012_film%29_poster.jpg,https://en.wikipedia.org/wiki/Heroine_(2012_film)
Chal Pichchur Banate Hain,Comedy | Drama,Sagar Bhangade | Mukesh Bhatt | Vipul Bhatt | Manmeet Dhanjal | Smita Hai | Pankaj Kalra | Errol Peter Marks | Paresh Mohiniani | Dinesh Pandya | Shahnawaz Pradhan | Sunit Razdan | Bhavna Ruparel | Sandeep Sanchdev | Gautam Saugat,7 September 2012 (India),6.3,Suraj has everything any young man would kill for - an MBA  a well-paid job and an offer from UK with a salary of 5 000 pounds. But Suraj is no ordinary boy! He has only one passion - ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/6/60/Chal_Pichchur_Banate_Hain.jpg/220px-Chal_Pichchur_Banate_Hain.jpg,https://en.wikipedia.org/wiki/Chal_Pichchur_Banate_Hain
Jeena Hai Toh Thok Daal,Drama,Ravi Kishan | Manish Vatssalya | Yashpal Sharma | Rahul Kumar | Pooja Welling | Govind Namdeo | Hazel Croney | Sharat Saxena | Murli Sharma | Ashwini Kalsekar | Shubha Khote | Ganesh Yadav,14 September 2012 (India),6.0,The horrid realities of underworld crime as well as the changing times of Bihar state.,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Jeena_Hai_Toh_Thok_Daal_Movie_Poster.jpg/220px-Jeena_Hai_Toh_Thok_Daal_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Jeena_Hai_Toh_Thok_Daal
OMG – Oh My God!,Comedy | Drama | Fantasy,Paresh Rawal | Akshay Kumar | Mithun Chakraborty | Om Puri | Mahesh Manjrekar | Govind Namdeo | Murli Sharma | Nikhil Ratnaparkhi | Lubna Salim | Poonam Jhawer | Yusuf Hussain | Jaineeraj Rajpurohit | Nidhi Subbaiah | Apoorva Arora,28 September 2012 (India),8.2,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/OMG_Poster.png/220px-OMG_Poster.png,https://en.wikipedia.org/wiki/Oh_My_God_(2012_film)
Aiyyaa,Comedy | Romance,Rani Mukerji | Prithviraj Sukumaran | Nirmiti Sawant | Subodh Bhave | Jyoti Subhash | Satish Alekar | Anita Date | Amey Wagh | Kishori Ballal | Thamizh | Shubhangi Damle | Umesh Kulkarni | Suraj Satav | Prashant Tapaswi,12 October 2012 (India),4.3,A woman goes on the hunt for her dream man  armed with her wild imagination  her passion for Masala-films  and her ultra-sensitive sense of smell.,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Aiyyaa_poster.jpg/220px-Aiyyaa_poster.jpg,https://en.wikipedia.org/wiki/Aiyyaa
Chittagong (film),Action | Drama | War,Manoj Bajpayee | Barry John | Delzad Hiwale | Vega Tamotia | Nawazuddin Siddiqui | Rajkummar Rao | Jaideep Ahlawat | Vijay Varma | Dibyendu Bhattacharya | Vishal Vijay | Alexx O'Nell | Anurag Arora | Sauraseni Maitra | Chaiti Ghosh,12 October 2012 (India),7.2,School kids organize an armed revolt in the 1930s in British occupied Chittagong. There are casualties on both sides. Later  one of those kids successfully leads the peasants to regain their food-grains earlier commandeered by the British.,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Chittagongposter.jpg/220px-Chittagongposter.jpg,https://en.wikipedia.org/wiki/Chittagong_(film)
Bhoot Returns,Horror | Mystery | Thriller,J.D. Chakravarthi | Madhu Shalini | Alayana Sharma | Nitin Jadhav | Bharat Ganeshpure,12 October 2012 (India),2.5,A family moves into a possessed bungalow. A sudden turn of events in the house leaves them astonished. When things worsen  escape seems to be their last resort.,https://upload.wikimedia.org/wikipedia/en/a/a4/Bhoot_Returns_poster.jpg,https://en.wikipedia.org/wiki/Bhoot_Returns
Delhi Safari,Animation | Comedy | Drama,Cary Elwes | Christopher Lloyd | Tara Strong | Troy Baker | Jane Lynch | Tom Kenny | Vanessa Williams | Brad Garrett | Jason Alexander | Roger Craig Smith | Travis Willingham | Carlos Alazraqui | Fred Tatasciore | Brian George,7 December 2012 (USA),5.7,A group of animals plan a trip to Delhi in order to ask the parliament why the forest they live in is on the verge of destruction.,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Delhi_Safari_Poster.jpg/220px-Delhi_Safari_Poster.jpg,https://en.wikipedia.org/wiki/Delhi_Safari
Chakravyuh (2012 film),Action | Drama | Thriller,Arjun Rampal | Abhay Deol | Manoj Bajpayee | Esha Gupta | Om Puri | Kabir Bedi | Deep Raj Rana | Harsh Mainra,24 October 2012 (India),6.8,On the request of his friend Kabir  SP Adil Sends him to the Naxal group as an informer. When Kabir finds the truth he becomes one of their gang leader.,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Chakravyuh.jpg/220px-Chakravyuh.jpg,https://en.wikipedia.org/wiki/Chakravyuh_(2012_film)
Student of the Year,Comedy | Drama | Romance,Alia Bhatt | Sidharth Malhotra | Varun Dhawan | Rishi Kapoor | Sana Saeed | Sahil Anand | Manasi Rachh | Manjot Singh | Ronit Roy | Ram Kapoor | Kayoze Irani,19 October 2012 (USA),5.4,Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Student_of_the_Year_Poster.jpg/220px-Student_of_the_Year_Poster.jpg,https://en.wikipedia.org/wiki/Student_of_the_Year
Ajab Gazabb Love,Comedy | Romance,Jackky Bhagnani | Nidhi Subbaiah | Darshan Jariwala | Kiron Kher | Arshad Warsi | Anuja Sachdeva | Arjun Rampal,24 October 2012 (India),4.2,Rajveer falls in love with Madhuri. He realizes that she hates rich people. So Rajveer  along with his family  pretends to be poor to win Madhuri's love.,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Ajab_Gazabb_Love_2.jpg/220px-Ajab_Gazabb_Love_2.jpg,https://en.wikipedia.org/wiki/Ajab_Gazabb_Love
Rush (2012 film),Crime | Thriller,Emraan Hashmi | Sagarika Ghatge | Neha Dhupia | Aditya Pancholi | Murli Sharma | Rahul Singh,26 October 2012 (India),3.7,Story of a struggling news reporter engulfed by the veneer of glamour  money  power and the enviable life of media.,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Rush_-_2012_Indian_Film_Poster.jpg/220px-Rush_-_2012_Indian_Film_Poster.jpg,https://en.wikipedia.org/wiki/Rush_(2012_film)
1920: The Evil Returns,Drama | Horror | Romance,Vicky Ahuja | Tia Bajpai | Irma Jämhammar | Sharad Kelkar | Vidya Malvade | Naresh Sharma,2 November 2012 (India),4.8,This story revolves around a famous poet who meets a woman who is in trouble. In order to treat her  he takes her to Shimla in a big hospital  but soon that woman gets possessed by devil ...                    ,https://upload.wikimedia.org/wikipedia/en/e/e7/1920_Evil_Returns_poster.jpg,https://en.wikipedia.org/wiki/1920:_The_Evil_Returns
Sons of Ram,Animation | Drama | Musical,Sunidhi Chauhan | Ettienne Couthino | Devansh Doshi | Saptharishi Ghosh,2 November 2012 (India),6.5,Surayavanshi Ram of Ayodhya  the greatest warrior king that ever lived  was forced to send his beloved wife Sita into exile  thus leading him and his kingdom to despair and towards an empty...                    ,https://upload.wikimedia.org/wikipedia/en/5/56/Sons_of_Ram.jpg,https://en.wikipedia.org/wiki/Sons_of_Ram
Ata Pata Laapata,Comedy | Musical,Asrani | Amit Behl | Lankesh Bhardwaj | Krishna Bhatt | Raja Bherwani | Satyadev Dubey | Jayant Gadekar | Vikram Gokhale | Yusuf Hussein | Zakhir Hussein | Pankaj Jha | Manoj Joshi | Mushtaq Khan | Razak Khan,2 November 2012 (India),5.6,Madhav Chaturvedi files a police complaint that his whole house has been robbed.But it is suspected to be done himself in order to claim the insurance amount.The case becomes lot of ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Ata_Pata_Laapata.jpg/220px-Ata_Pata_Laapata.jpg,https://en.wikipedia.org/wiki/Ata_Pata_Laapata
Jab Tak Hai Jaan,Drama | Romance,Shah Rukh Khan | Katrina Kaif | Anushka Sharma | Anupam Kher | Rishi Kapoor | Atul Sharma | Andrew Bicknell | Sarika | Lucy Phelps | Sharib Hashmi | Neetu Singh | Julia St John | Vic Waghorn | Lee Nicholas Harris,13 November 2012 (India),6.7,A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Jab_Tak_Hai_Jaan_Poster.jpg/220px-Jab_Tak_Hai_Jaan_Poster.jpg,https://en.wikipedia.org/wiki/Jab_Tak_Hai_Jaan
Talaash: The Answer Lies Within,Crime | Drama | Mystery,Aamir Khan | Kareena Kapoor | Rani Mukerji | Nawazuddin Siddiqui | Rajkummar Rao | Rajshri Deshpande | Vivan Bhatena | Subrat Dutta | Aditi Vasudev | Sheeba Chaddha | Vikas Shrivastav | Shernaz Patel | Ashish Nayyar | Ashraf Ul Haq,30 November 2012 (India),7.2,Inspector Surjan Shekhawat  who is dealing with a depressing past  has to investigate a high profile murder case  deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie.,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Talaash_poster.jpg/220px-Talaash_poster.jpg,https://en.wikipedia.org/wiki/Talaash_(2012_film)
Login (film),Drama | Thriller,Himanshu Bhatt | Raadhika Singh | Akkash Basnet | Rashmi Gautam | Nandini Rai | Siddarth Chopra | Binojee | Ram Gopal Bajaj | Uttej | Tarzan | Raghu Kumar Karumanchi | Moutusi Guha | Pavani Reddy | Kautilya Chanakya,12 October 2012 (India),6.2,This movie is about three characters who are connected to the Internet and end up disconnecting their actual life.,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Login_the_Film.tif/lossless-page1-220px-Login_the_Film.tif.png,https://en.wikipedia.org/wiki/Login_(film)
Son of Sardaar,Action | Comedy,Ajay Devgn | Sanjay Dutt | Sonakshi Sinha | Juhi Chawla,13 November 2012 (India),4.0,A guest tries to stay inside the house of a man who can't kill him unless he's outside  because of believing guest to be equal to God.,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Son_Of_Sardar_poster.jpg/220px-Son_Of_Sardar_poster.jpg,https://en.wikipedia.org/wiki/Son_Of_Sardaar
Cigarette Ki Tarah,Romance | Thriller,Ashok Banthia | Sudesh Berry | Yuvika Chaudhry | Prashant Narayanan | RajKumar | Madhurima Tuli,14 December 2012 (India),4.5,A guy falls in love blindly with a beautiful girl. This blind love leads him into deep trouble  and further separates him from other people like one man versus the entire world. In these ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Cigarette-Ki-Tarah-Poster-1.jpg/220px-Cigarette-Ki-Tarah-Poster-1.jpg,https://en.wikipedia.org/wiki/Cigarette_Ki_Tarah
Dabangg 2,Action | Comedy,Salman Khan | Sonakshi Sinha | Prakash Raj | Vinod Khanna | Arbaaz Khan | Deepak Dobriyal | Nikitin Dheer | Mahie Gill | Kareena Kapoor | Sandeepa Dhar | Ram Sujan | Pradeep Chaudhry | Gireesh Sahedev | Yogendra Tiku,21 December 2012 (India),4.9,Chulbul Pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life.,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/DABANGG_2_Poster.jpg/220px-DABANGG_2_Poster.jpg,https://en.wikipedia.org/wiki/Dabangg_2
Players (2012 film),Action | Crime | Thriller,Vinod Khanna | Abhishek Bachchan | Bobby Deol | Sonam Kapoor | Bipasha Basu | Neil Nitin Mukesh | Sikander Kher | Omi Vaidya | Johnny Lever | Shweta Bhardwaj | Mustafa Burmawala,6 January 2012 (India),4.1,Two thieves  a magician  a computer hacker  a wannabe actor and a explosives expert plan a robbery to fulfill the dream of Victor Braganza. Will they be successful or will destiny have something different for them?,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Players_Official.jpg/220px-Players_Official.jpg,https://en.wikipedia.org/wiki/Players_(2012_film)
Housefull 2,Action | Comedy | Musical,Akshay Kumar | John Abraham | Asin | Jacqueline Fernandez | Riteish Deshmukh | Shreyas Talpade | Zareen Khan | Shazahn Padamsee | Mithun Chakraborty | Rishi Kapoor | Randhir Kapoor | Boman Irani,5 April 2012 (India),5.2,A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Housefull_2.jpg/220px-Housefull_2.jpg,https://en.wikipedia.org/wiki/Housefull_2
Bol Bachchan,Action | Comedy,Amitabh Bachchan | Ajay Devgn | Abhishek Bachchan | Archana Puran Singh | Asin | Prachi Desai | Asrani | Neeraj Vora | Krishna Abhishek | Jeetu Verma | Naushaad Abbas | Harish Shetty | Padmini Sardesai,6 July 2012 (India),5.5,All hell breaks loose when a Muslim man breaks a temple lock to save a little child  thus for his safety keeps a Hindu name  where he starts making web of lies.,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Bol_Bachchan.jpg/220px-Bol_Bachchan.jpg,https://en.wikipedia.org/wiki/Bol_Bachchan
English Vinglish,Comedy | Drama | Family,Sridevi | Adil Hussain | Mehdi Nebbou | Priya Anand | Sulabha Deshpande | Michael Patrick Hoban | Sujatha Kumar | Navika Kotia | Shivansh Kotia | Cory Hibbs | Rajeev Ravindranathan | Maria Romano | Sumeet Vyas | Ruth Aguilar,5 October 2012 (India),7.8,A quiet  sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/English_Vinglish_poster.jpg/220px-English_Vinglish_poster.jpg,https://en.wikipedia.org/wiki/English_Vinglish
Yamla Pagla Deewana,Action | Comedy | Drama,Nafisa Ali | Yugesh Anil | Madhuri Bhattacharya | Emma Brown Garett | Mahek Chahal | Bobby Deol | Sunny Deol | Mukul Dev | Ajay Devgn | Dharmendra | Puneet Issar | Sucheta Khanna | Anupam Kher | Johnny Lever,14 January 2011 (India),5.6,A married Canadian travels to India to re-unite with his estranged father and brother but faces obstacles and challenges.,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Yamla_Pagla_Deewana.jpg/220px-Yamla_Pagla_Deewana.jpg,https://en.wikipedia.org/wiki/Yamla_Pagla_Deewana
Dhobi Ghat (film),Drama,Prateik | Monica Dogra | Kriti Malhotra | Aamir Khan | Danish Husain | Kitu Gidwani | Jehan Manekshaw | Ashok Varma | Sanjivani Oagle | Aasha Pawar | Jyoti Pawar | Babita Sehgal | Jitendra Shinde | Nafisa Amin Khan,21 January 2011 (India),7.0,The lives of four people intersect in Mumbai: a washer-man who wants to become an actor  a banker-turned-photographer  a painter looking for inspiration  and a newly-married immigrant who journals her experiences on home video.,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Dhobi_Ghat_Movie.jpg/220px-Dhobi_Ghat_Movie.jpg,https://en.wikipedia.org/wiki/Dhobi_Ghat_(film)
Turning 30,Comedy | Drama | Romance,Gul Panag | Purab Kohli | Sid Makkar | Jeneva Talwar | Tillotama Shome | Anita Kanwal | Rahul Singh | Bikramjeet Kanwarpal | Samar Sarila | Sameer Malhotra | Ira Dubey | Satyadeep Misra | Vicky,14 January 2011 (India),5.2,Naina grapples with heartbreak and a crisis in her advertising career  while facing her 30th birthday.,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Turning302010Film.jpg/220px-Turning302010Film.jpg,https://en.wikipedia.org/wiki/Turning_30
Hostel (2011 film),Action | Crime | Drama,Vatsal Sheth | Tulip Joshi | Mukesh Tiwari | Nagesh Bhonsle | Chandrachur Karnik | Subeer Goswamin | Ramesh Chandane | Nirmal Soni | Vinamra Pancharia | Yusuf Hussain | Aarif Sheikh | Gufi Paintal | Vikram Kumar | Ulhas Tayade,21 January 2011 (India),5.1,An Engineering student is molested  beaten and humiliated when he goes to reside in a hostel.,https://upload.wikimedia.org/wikipedia/en/thumb/8/83/Hostel_hindi.jpg/220px-Hostel_hindi.jpg,https://en.wikipedia.org/wiki/Hostel_(2011_film)
Dil Toh Baccha Hai Ji,Comedy | Drama | Romance,Ajay Devgn | Emraan Hashmi | Omi Vaidya | Shazahn Padamsee | Shradha Das | Shruti Haasan,28 January 2011 (India),5.7,Three roommates are in search of true love. They each find a girl with whom they fall head over heels in love with. Now they just have to get the women to reciprocate.,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/DilTohBachchaHaiJi.jpg/220px-DilTohBachchaHaiJi.jpg,https://en.wikipedia.org/wiki/Dil_Toh_Baccha_Hai_Ji
Utt Pataang,Comedy | Drama,Vinay Pathak | Saurabh Shukla | Mahie Gill | Mona Singh | Sanjay Mishra | Brijendra Kala | Delnaaz Irani | Govind Namdeo | Murli Sharma | Kurush Deboo | Shiraz P. | Mukesh Ahuja | Satyendra Paul,February 2011 (India),6.1,A man and his private-detective friend attempt to deal with a bitter ex-girlfriend and a missing bag full of cash.,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Utt-pataang.jpg/220px-Utt-pataang.jpg,https://en.wikipedia.org/wiki/Utt_Pataang
Patiala House (film),Drama | Sport,Rishi Kapoor | Dimple Kapadia | Akshay Kumar | Anushka Sharma | Tinnu Anand | Soni Razdan | Prem Chopra | Masood Akhtar | Jeneva Talwar | Suparna Marwah | Neelu Kohli | Rabbit | Armaan Kirmani | Maya Sarao,11 February 2011 (India),5.6,A victim of British racial violence and profiling prevents his son from playing cricket.,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Patiala_House_1.jpg/220px-Patiala_House_1.jpg,https://en.wikipedia.org/wiki/Patiala_House_(film)
7 Khoon Maaf,Drama | Mystery | Thriller,Priyanka Chopra | Vivaan Shah | Neil Nitin Mukesh | John Abraham | Irrfan Khan | Konkona Sen Sharma | Alexander Diachenko | Shashi Malviya | Annu Kapoor | Naseeruddin Shah | Usha Uthup | Manuj Bhaskar | Harish Khanna | Ayush Tandon,18 February 2011 (USA),6.1,Susanna's quest for love leads to a series of marriages  each ending in the mysterious death of her latest husband.,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/7KhoonMaaf_poster_ver1.jpg/220px-7KhoonMaaf_poster_ver1.jpg,https://en.wikipedia.org/wiki/7_Khoon_Maaf
Tanu Weds Manu,Comedy | Drama | Romance,Madhavan | Kangana Ranaut | Jimmy Sheirgill | Deepak Dobriyal | Swara Bhaskar | Eijaz Khan | K.K. Raina | Rajendra Gupta | Navni Parihar | Dipti Misra,25 February 2011 (India),6.7,Manu comes to India to find a bride for himself and falls for Tanu at first sight but Tanu  a free spirited girl has no plans of marrying him.,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Tanuwedsmanu.jpg/220px-Tanuwedsmanu.jpg,https://en.wikipedia.org/wiki/Tanu_Weds_Manu
F.A.L.T.U,Comedy | Drama,Arshad Warsi | Riteish Deshmukh | Jackky Bhagnani | Puja Gupta | Chandan Roy Sanyal | Angad Bedi | Akbar Khan | Darshan Jariwala | Vijay Kashyap | Mahesh Thakur | Rameshwari | Boman Irani,1 April 2011 (India),4.6,Unable to get accepted  four academically-challenged students decide to open their own college.,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/F.A.L.T.U.jpg/220px-F.A.L.T.U.jpg,https://en.wikipedia.org/wiki/F.A.L.T.U
Thank You (2011 film),Comedy,Akshay Kumar | Bobby Deol | Sonam Kapoor | Sunil Shetty | Celina Jaitly | Irrfan Khan | Rimi Sen | Mallika Sherawat | Vidya Balan,8 April 2011 (USA),4.6,Three wives engage the services of a private investigator after they suspect their respective husbands of infidelity.,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Thank_You_Hindi_Movie_Poster.jpg/220px-Thank_You_Hindi_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Thank_You_(2011_film)
Angel (2011 film),Action | Drama,Sumit Arora | Arun | Raakesh Babu | Prem Kishen Dwivedi | Paresh Ganatra | Ali Irani | Aruna Irani | Kannan Iyer | Jagruti | Manoj Joshi | Jhony Jullion | Mohit | Kali Prasad Mukherjee | Vishwajit P.,4 February 2011 (India),6.5,After serving time in jail for running over a man  an ex-convict is then arrested for sexually molesting the man's physically-challenged daughter.,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Angel1245.jpg/220px-Angel1245.jpg,https://en.wikipedia.org/wiki/Angel_(2011_film)
Happy Husbands (2011 film),Comedy | Drama,Anay | Kurush Deboo | Mohit Ghai | Ahwaan | Archana Sharma | Shruti Sharma | Danica Moadi,25 March 2011 (India),3.6,Three married men seek counseling from a fourth in order to meet and date other women.,https://upload.wikimedia.org/wikipedia/en/4/41/HappyHusbands2011Film.jpg,https://en.wikipedia.org/wiki/Happy_Husbands_(2011_film)
Dum Maaro Dum (film),Action | Crime | Drama,Abhishek Bachchan | Bipasha Basu | Rana Daggubati | Prateik | Aditya Pancholi | Anaitha Nair | Govind Namdeo | Bugs Bhargava | Muzammil S. Qureshi | Mariah Pucu Gantois Gomes | Hussain Sheikh | Gulshan Devaiah | J. Brandon Hill | Emma Brown Garett,22 April 2011 (USA),6.2,A corrupt police officer is entrusted the task of apprehending drug-dealers.,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Dum_Maaro_Dum_Film.jpg/215px-Dum_Maaro_Dum_Film.jpg,https://en.wikipedia.org/wiki/Dum_Maaro_Dum_(film)
Shor in the City,Crime | Drama,Sendhil Ramamurthy | Tusshar Kapoor | Nikhil Dwivedi | Preeti Desai | Sundeep Kishan | Pitobash | Radhika Apte | Girija Oak | Amit Mistry | Zakir Hussain,28 April 2011 (India),7.2,Various residents and career-criminals face challenges in crime-laden Mumbai.,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Shor_In_the_City.jpg/220px-Shor_In_the_City.jpg,https://en.wikipedia.org/wiki/Shor_in_the_City
Zokkomon,Action | Adventure,Darsheel Safary | Anupam Kher | Manjari Fadnnis | Tinnu Anand | Sheeba Chaddha | S.M. Zaheer | Aayam Mehta | Gargi Datar | Jai Vyas | Parth Muni,22 April 2011 (India),4.0,An orphan is abused and abandoned  believed to be dead  and upon his return is first feared as a ghost  and then projected as a superhero.,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Zokkomon.jpg/220px-Zokkomon.jpg,https://en.wikipedia.org/wiki/Zokkomon
Chalo Dilli,Comedy | Drama,Vinay Pathak | Lara Dutta | Yana Gupta | Akshay Kumar,29 April 2011 (India),6.8,Enroute to her destination via plane  a busy executive gets stranded with a middle-classed fast-talking male.,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Chalo-dilli.jpg/220px-Chalo-dilli.jpg,https://en.wikipedia.org/wiki/Chalo_Dilli
Aashiqui.in,Drama | Romance,Ishaan Manhaas | Dheeraj Miglani | Priti Gandwani | Shubhi Ahuja | Kamal Malik | Amit Dhamija,21 January 2011 (India),3.7,A dark-complexioned waitress develops an on-line relationship a hunk in her school.,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Aashiqui.in.jpg/220px-Aashiqui.in.jpg,https://en.wikipedia.org/wiki/Aashiqui.in
Satrangee Parachute,Comedy | Drama | Family,Sanjay Mishra | Zakir Hussain | Lilliput | Rupali Ganguly | Ssanjay S. Swaraaj | Ashraf Ul Haq | Kunal Kuchehal | Siddhartha Sanghani | Rajvi Suchak | Kay Kay Menon | Rajpal Yadav | Jackie Shroff,25 February 2011 (India),5.5,Amidst terrorist alerts  five small-town children set out to procure a parachute from a city.,https://upload.wikimedia.org/wikipedia/en/d/df/Satrangee_Parachute_poster.jpg,https://en.wikipedia.org/wiki/Satrangee_Parachute
Monica (film),Biography | Drama | Thriller,Ashutosh Rana | Divya Dutta | Rajit Kapoor | Yashpal Sharma | Tinnu Anand | Kitu Gidwani | Kunickaa Sadanand | Yatin Karyekar | Mithilesh Chaturvedi | Saurabh Dubey | Dadhey Pandey | Anil Rastogi | Veda Rakesh | Padam Singh,25 March 2011 (India),5.6,An accused and three politically-connected suspects are prosecuted for their involvement in the homicide of a journalist.,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Monica_Poster.jpg/220px-Monica_Poster.jpg,https://en.wikipedia.org/wiki/Monica_(2011)
