title,genres,actors,imdb_rating,year_of_release
Zakhmi Aurat,drama|thriller,dimple kapadia|raj babbar|anupam kher|rama vij|aruna irani|kalpana iyer|chand usmani|beena banerjee|satyendra kapoor|om shivpuri|tej sapru|avtar gill|puneet issar|leela mishra|,6.2,1988
Zalzala (1988 film),action|adventure,dharmendra|karan kapoor|shatrughan sinha|rajiv kapoor|kimi katkar|lalita pawar|vijayata pandit|,6.0,1988
Aag Hi Aag,action,dharmendra|shatrughan sinha|moushumi chatterjee|neelam kothari|richa sharma|shakti kapoor|danny denzongpa|vinod mehra|gulshan grover|chunky pandey|vishal nihalani|chirag nihalani|om shivpuri|gita siddharth|,5.5,1987
Aaj (film),drama,raj babbar|smita patil|raj kiran|,6.3,1987
Apne Apne,drama|family,jeetendra|rekha|karan shah|mandakini|hema malini|kader khan|sushma seth|,6.3,1987
Aulad (1987 film),drama,jeetendra|jaya prada|sridevi|saeed jaffrey|asrani|manmohan krishna|dina pathak|vinod mehra|bharat bhushan|lalita kumari|shammi|,6.5,1987
Awam (film),adventure|mystery|thriller,rajesh khanna|ashok kumar|smita patil|raj babbar|poonam dhillon|shafi inamdar|nana patekar|shreeram lagoo|om shivpuri|saeed jaffrey|vijay arora|deepak parashar|sushma seth|ashalata wabgaonkar|,6.1,1987
Dacait,action|drama,rakhee gulzar|sunny deol|meenakshi sheshadri|suresh oberoi|raza murad|a.k. hangal|shafi inamdar|dan dhanoa|dilshaad|satyajeet|paresh rawal|anita kanwar|urmila matondkar|h.l. pardesi|,6.6,1987
Dadagiri (film),action|crime|drama,rati agnihotri|rakesh bedi|mohan choti|sudhir dalvi|saloni desai|dharmendra|govinda|manik irani|anup jalota|jugnu|viju khote|padmini kolhapure|mehmood jr.|asha patel|,5.7,1987
Dak Bangla,horror,aaloka|bhakti bhansali|leena das|dilip dhawan|preeti ganguli|imtiaz khan|mazhar khan|praveen kumar|sujit kumar|mushtaq merchant|narendra nath|rajendra nath|ranjeet|ravi|,5.3,1987
Daku Hasina,action|drama,zeenat aman|rajinikanth|pradeep kumar|rakesh roshan|roshni|ramesh deo|c.s. dubey|raza murad|,5.6,1987
Dance Dance (film),drama|musical|romance,mithun chakraborty|smita patil|mandakini|shakti kapoor|amrish puri|om shivpuri|dalip tahil|gita siddharth|yunus parvez|chandrashekhar|sarla yeolekar|raja duggal|satish kaul|sunil dhawan|,6.0,1987
Deewana Tere Naam Ka,drama|romance,mithun chakraborty|vijayata pandit|danny denzongpa|,4.8,1987
Dil Tujhko Diya,romance,kumar gaurav|rati agnihotri|mala sinha|parikshat sahni|aruna irani|suresh oberoi|amrish puri|sharat saxena|leela chitnis|gurbachan singh|piloo j. wadia|asit kumar sen|,5.4,1987
Hifazat (1987 film),drama|family,ashok kumar|nutan|anil kapoor|madhuri dixit|bindu|shakti kapoor|gulshan grover|sharat saxena|bharat bhushan|pran|kader khan|lalita pawar|shubha khote|rekha sahay|,5.4,1987
Hawalaat,action|crime|drama,rakesh bedi|mithun chakraborty|prem chopra|seema deo|gulshan grover|rishi kapoor|mazhar khan|padmini kolhapure|mandakini|mukri|om prakash|amrish puri|ranbir pushp|anita raj|,5.9,1987
Hiraasat,action|crime|drama,hema malini|shatrughan sinha|mithun chakraborty|prem chopra|shakti kapoor|anita raj|vidya sinha|dalip tahil|kamal kapoor|chandrashekhar|anshu aneja|huma khan|sujit kumar|gurbachan singh|,5.4,1987
Diljalaa,action|drama,jackie shroff|farha naaz|tanuja|danny denzongpa|,5.1,1987
Himmat Aur Mehanat,action|drama,jeetendra|sridevi|,5.5,1987
Ijaazat,drama|musical|romance,rekha|naseeruddin shah|anuradha patel|ram mohan|sulabha deshpande|dina pathak|rita rani kaul|ashok mehta|rajesh bombaywala|ashfaque ahmed|bhupinder sharma|sunil advani|bhaijee|bhola|,8.2,1987
Imaandaar,action|crime|drama,vikas anand|birbal|chandrashekhar|sudhir dalvi|raja duggal|sanjay dutt|ghanshyam|dinesh hingoo|rohan kapoor|satyendra kapoor|huma khan|shashi kiran|mehmood|mehmood jr.|,5.6,1987
Inaam Dus Hazaar,action|thriller,sanjay dutt|meenakshi sheshadri|amrish puri|gulshan grover|sharat saxena|,6.0,1987
Hukumat,action|drama,dharmendra|rati agnihotri|shammi kapoor|sadashiv amrapurkar|swapna|prem chopra|joginder shelly|deep dhillon|praveen kumar|jugal hansraj|jankidas|goga kapoor|pinchoo kapoor|kirti kumar|,6.2,1987
Insaniyat Ke Dushman,action,dharmendra|shatrughan sinha|anita raj|dimple kapadia|raj babbar|,4.7,1987
Insaaf (1987 film),action|drama,vinod khanna|dimple kapadia|suresh oberoi|dalip tahil|kruttika desai|shakti kapoor|shammi|madan joshi|vikram gokhale|leena das|gulu balwinder|amar harish|gandhi|ghanshyam rohera|,6.9,1987
Jaan Hatheli Pe,action,dharmendra|jeetendra|hema malini|rekha|raj babbar|ranjeet|shakti kapoor|kulbhushan kharbanda|satish shah|,5.5,1987
Jalwa,action|thriller,tom alter|amitabh bachchan|cyrus broacha|basu chatterjee|remo fernandes|a.k. hangal|rohini hattangadi|saeed jaffrey|pankaj kapur|kamini kaushal|satish kaushik|farah khan|javed khan|viju khote|,6.7,1987
Insaf Ki Pukar,action|drama,dharmendra|jeetendra|anita raj|bhanupriya|prem chopra|anupam kher|kader khan|shakti kapoor|shreeram lagoo|om shivpuri|avinash wadhavan|tiku talsania|mac mohan|ashok saxena|,4.7,1987
Itihaas (1987 film),drama|family,raaj kumar|shabana azmi|rati agnihotri|anil kapoor|mohnish bahl|danny denzongpa|suresh oberoi|nameeta chandra|dinesh hingoo|master suresh|haniif sheikh|ramesh goyal|prema narayan|leena das|,5.1,1987
Kaash,drama|family,jackie shroff|dimple kapadia|master makrand|anupam kher|mehmood|mukri|satish kaushik|akash khurana|sarita sethi|avtar gill|raju kher|dalip tahil|subbiraj|kamal chopra|,6.5,1987
Kaun Jeeta Kaun Haara,comedy|drama,tinnu anand|amitabh bachchan|bhavana balsawar|dinesh hingoo|firoz irani|jagdeep|madhu kapoor|shubha khote|kishore kumar|roopesh kumar|suresh oberoi|amrish puri|satyajeet|ram p. sethi|,6.8,1987
Khazana (film),action|crime|drama,randhir kapoor|rekha|bindu|madan puri|dev kumar|,4.4,1987
Khudgarz,drama|family|musical,jeetendra|shatrughan sinha|bhanupriya|amrita singh|govinda|neelam kothari|kader khan|kiran kumar|saeed jaffrey|sudhir dalvi|sangeeta naik|,5.8,1987
Loha (1987 film),action|crime|drama,dharmendra|shatrughan sinha|karan kapoor|jugal hansraj|madhavi|mandakini|amrish puri|kader khan|mac mohan|raza murad|tej sapru|jagdish raj|roopesh kumar|goga kapoor|,6.0,1987
Jhanjhaar,action|drama|thriller,huma khan|padmini kolhapure|sudhir pandey|yunus parvez|ranjana|,3.4,1986
Mera Yaar Mera Dushman,musical,beena banerjee|master bhagwan|ardhendu bose|mithun chakraborty|ramesh deo|seema deo|bindiya goswami|a.k. hangal|dinesh hingoo|jankidas|pinchoo kapoor|raj kishore|sujit kumar|dina pathak|,4.4,1987
Madadgaar,action|crime|drama,jeetendra|sulakshana pandit|aruna irani|madan puri|ranjeet|om shivpuri|amrish puri|shakti kapoor|,5.3,1987
Marte Dam Tak,drama,raaj kumar|govinda|farha naaz|shakti kapoor|om puri|tej sapru|paresh rawal|alok nath|manik irani|rakesh bedi|nivedita joshi saraf|bandini mishra|iftekhar|leena das|,6.1,1987
Mard Ki Zabaan,action,dharmendra|jackie shroff|poonam dhillon|kimi katkar|shreeram lagoo|sushma seth|,4.9,1987
Majaal,drama,sadashiv amrapurkar|vikas anand|asrani|prem chopra|jeetendra|renu joshi|satyendra kapoor|kader khan|viju khote|raj kiran|shreeram lagoo|mehmood|anjana mumtaz|raza murad|,5.0,1987
Mera Karam Mera Dharam,drama,dharmendra|moushumi chatterjee|johnny walker|asit kumar sen|abhi bhattacharya|brahmachari|shashikala|,5.5,1987
Mera Lahoo,action|crime|drama,birbal|sunil dhawan|govinda|gulshan grover|guddu|jagdarshan|kimi katkar|huma khan|raj kiran|kirti kumar|shammi|shivraj|,5.6,1987
Pratighaat,action|crime|drama,sujata mehta|arvind kumar|charan raj|rohini hattangadi|mohan bhandari|ashok saraf|nana patekar|,7.0,1987
Mr. India (1987 film),action|comedy|drama,anil kapoor|sridevi|amrish puri|satish kaushik|annu kapoor|ajit vachani|sharat saxena|ashok kumar|bob christo|,7.8,1987
Muqaddar Ka Faisla,drama|family,raaj kumar|rakhee gulzar|raj babbar|tina ambani|pran|ranjeet|meenakshi sheshadri|akbar khan|kaajal kiran|prema narayan|om prakash|vikas anand|bharat bhushan|bindu|,6.2,1987
Naam O Nishan,action|thriller,shashi kapoor|sanjay dutt|amrita singh|kader khan|suresh oberoi|mahendra verma|nirupa roy|priya tendulkar|nivedita joshi saraf|bandini mishra|leena das|seema deo|praveen kumar|azaad irani|,3.7,1987
Mirch Masala,drama|thriller,smita patil|naseeruddin shah|om puri|ratna pathak shah|supriya pathak|suresh oberoi|nina kulkarni|ram gopal bajaj|benjamin gilani|,7.7,1987
Nazrana (1987 film),romance,rajesh khanna|sridevi|priti sapru|gita siddharth|jayshree gadkar|shafi inamdar|smita patil|dalip tahil|iftekhar|abhi bhattacharya|om shivpuri|brahm bhardwaj|pinchoo kapoor|savita bajaj|,6.3,1987
Param Dharam,action|crime|drama,rakesh bedi|mithun chakraborty|moushumi chatterjee|sudhir dalvi|dan dhanoa|viju khote|mandakini|prema narayan|navin nischol|amrish puri|divya rana|sumeet saigal|satish shah|,6.0,1987
Parivaar (1987 film),drama|family,mithun chakraborty|meenakshi sheshadri|shakti kapoor|baby guddu|master makrand|aruna irani|anoop kumar|vikram gokhale|mukri|johnny lever|vikas anand|raj tilak|beena banerjee|shashi kiran|,6.7,1987
Pyaar Karke Dekho,drama|family,govinda|mandakini|kader khan|aruna irani|om shivpuri|,6.8,1987
Pyar Ki Jeet (1987 film),comedy|drama|musical,shashi kapoor|vinod mehra|rekha|ashok kumar|moon moon sen|jagdeep|pinchoo kapoor|puneet issar|bihari|harbans darshan m. arora|b.b. bhalla|bharat kapoor|jugnu|yunus parvez|,7.4,1987
Sadak Chhap,crime|drama,jackie shroff|padmini kolhapure|richa sharma|amrish puri|deven verma|gulshan grover|nandita thakur|huma khan|vijay arora|suhasini mulay|goga kapoor|dinesh hingoo|arvind deshpande|tiku talsania|,4.3,1987
Pyar Ke Kabil,drama|family|romance,rishi kapoor|padmini kolhapure|asha sachdev|baby bulbul|bindu|utpal dutt|deven verma|gulshan grover|natasha|nandita thakur|preeti ganguli|shubha khote|sarika ogale|,5.2,1987
Satyamev Jayate (film),action|drama,vinod khanna|meenakshi sheshadri|madhavi|asrani|shakti kapoor|anupam kher|anita raj|gulshan grover|vinod mehra|sahil vaid|neeta puri|a.k. hangal|om shivpuri|satyendra kapoor|,6.8,1987
Sindoor (1987 film),drama,shashi kapoor|govinda|neelam kothari|jaya prada|shakti kapoor|kader khan|gulshan grover|asrani|aruna irani|rishi kapoor|,5.5,1987
Sitapur Ki Geeta,action|crime,rajesh khanna|hema malini|pran|rajan sippy|amjad khan|shakti kapoor|raza murad|shoma anand|tej sapru|chandrashekhar|om shivpuri|yunus parvez|jayshree t.|chand usmani|,5.6,1987
Susman (film),drama,shabana azmi|om puri|kulbhushan kharbanda|neena gupta|mohan agashe|k.k. raina|annu kapoor|harish patel|ila arun|anita kanwar|pankaj kapur|jayant kripalani|satish kaushik|meenal patel|,7.3,1987
Sutradhar (film),drama,girish karnad|smita patil|nilu phule|nana patekar|,6.5,1987
Thikana (film),crime|drama,smita patil|anil kapoor|amrita singh|suresh oberoi|rohini hattangadi|avtar gill|madan jain|satish kaushik|anupam kher|suhas bhalekar|yunus parvez|c.s. dubey|arvind joshi|suresh bhagwat|,6.1,1987
Uttar Dakshin,action|drama,rajinikanth|jackie shroff|bharathi|madhuri dixit|kulbhushan kharbanda|lalita pawar|anupam kher|paresh rawal|preeti ganguli|,4.7,1987
Watan Ke Rakhwale,action|adventure|crime,sunil dutt|dharmendra|mithun chakraborty|ashok kumar|sridevi|moushumi chatterjee|prem chopra|puneet issar|shakti kapoor|kader khan|mac mohan|lalita pawar|parikshat sahni|birbal|,6.2,1987
Yeh Woh Manzil To Nahin,drama,manohar singh|habib tanvir|b.m. shah|pankaj kapur|sushmita mukherjee|naseeruddin shah|ajit vachani|lalit tiwari|alok nath|raja bundela|,7.8,1987
Aadamkhor,horror,sona mastan mirza|joginder shelly|neelam mehra|nazneen|jagdarshan|randhawa|reetu khanna|roshan khan|ved goswami|amrit pal|yash sharma|,5.8,1986
Aag Aur Shola,action,jeetendra|sridevi|mandakini|shakti kapoor|shoma anand|suresh oberoi|kader khan|aruna irani|aashish chanana|bindu|jagdeep|asrani|mushtaq merchant|sunder|,4.3,1986
Aap Ke Saath,drama,smita patil|anil kapoor|rati agnihotri|vinod mehra|utpal dutt|gajanan jagirdar|aruna irani|pinchoo kapoor|,5.8,1986
Adhikar (1986 film),drama|family|romance,rajesh khanna|tina ambani|zarina wahab|bindu|raza murad|danny denzongpa|paintal|vikas anand|yunus parvez|sulochana latkar|tanuja|,6.3,1986
Aakhree Raasta,action|crime|drama,amitabh bachchan|sridevi|jaya prada|om shivpuri|anupam kher|sadashiv amrapurkar|dalip tahil|bharat kapoor|umesh sharma|viju khote|jagdarshan|gurbachan singh|vijay kumar|rajbaldeo|,7.0,1986
Aisa Pyaar Kahan,drama|romance,jeetendra|jaya prada|mithun chakraborty|padmini kolhapure|vinod mehra|bindu|asrani|jagdeep|,6.1,1986
Allah Rakha (film),action|drama,jackie shroff|shammi kapoor|waheeda rehman|biswajit chatterjee|dimple kapadia|meenakshi sheshadri|bindu|anupam kher|goga kapoor|bob christo|gulshan grover|ramesh deo|mushtaq merchant|mac mohan|,5.5,1986
Amrit (film),drama|family,rajesh khanna|smita patil|aruna irani|daljit kaur|anita kanwar|baby guddu|shafi inamdar|satish shah|rajesh puri|pradeep saxena|master ashutosh|rishabh shukla|birbal|mahesh sharma|,7.0,1986
Amma (1986 film),drama,rakhee gulzar|mithun chakraborty|suresh oberoi|ashok kumar|neeta mehta|,6.6,1986
Andheri Raat Mein Diya Tere Haath Mein,comedy|drama,dada kondke|usha chavan|dina pathak|mehmood|c.s. dubey|amjad khan|yunus parvez|birbal|sudhir dalvi|rajani chavan|,6.7,1986
Ankush,drama,nana patekar|,7.6,1986
Anokha Rishta,drama,rajesh khanna|smita patil|sabeeha|shafi inamdar|satish shah|tanuja|karan shah|beena banerjee|sukumari|,7.2,1986
Avinash (film),action|crime|drama,mithun chakraborty|poonam dhillon|bindiya goswami|parveen babi|prem chopra|,5.5,1986
Anubhav (1986 film),comedy|drama,shekhar suman|padmini kolhapure|padma khanna|sujit kumar|richa sharma|seema deo|paintal|,6.5,1986
Asli Naqli,drama,shatrughan sinha|rajinikanth|anita raj|radhika sarathkumar|shakti kapoor|ashok kumar|,4.3,1986
Bhagwaan Dada,drama|thriller,rajinikanth|rakesh roshan|sridevi|danny denzongpa|hrithik roshan|tina ambani|paresh rawal|,4.3,1986
Baat Ban Jaye,comedy,zeenat aman|amol palekar|utpal dutt|mithun chakraborty|raj babbar|sanjeev kumar|nisha singh|jalal agha|adi irani|aruna irani|jagdeep|shakti kapoor|imtiaz khan|viju khote|,6.3,1986
Chameli Ki Shaadi,comedy|drama|romance,anil kapoor|amrita singh|om prakash|amjad khan|pankaj kapur|annu kapoor|bharti achrekar|satyendra kapoor|ram p. sethi|tabassum|nandita thakur|huma khan|ghanshyam rohera|shail chaturvedi|,7.5,1986
Dahleez,action|drama,jackie shroff|raj babbar|meenakshi sheshadri|aruna irani|smita patil|shafi inamdar|zarina wahab|vijayendra ghatge|dalip tahil|rajesh puri|,5.5,1986
Dharm Adhikari,action|comedy|drama,dilip kumar|jeetendra|sridevi|pran|kader khan|shakti kapoor|asrani|mayur verma|rakesh bedi|sujit kumar|pradeep saxena|dinesh hingoo|shivraj|rohini hattangadi|,6.1,1986
Dilwaala,action|comedy|drama,mithun chakraborty|smita patil|meenakshi sheshadri|shakti kapoor|kader khan|shreeram lagoo|supriya pathak|pran|sarika|aruna irani|gulshan grover|,3.8,1986
Dosti Dushmani,action|drama,asrani|bhanupriya|poonam dhillon|showkar janaki|jeetendra|rishi kapoor|shakti kapoor|kimi katkar|kader khan|pran|amrish puri|rajinikanth|,5.9,1986
Ek Aur Sikander,action|drama,mithun chakraborty|anita raj|rakesh roshan|rati agnihotri|jeevan|shreeram lagoo|amrish puri|tanuja|gita siddharth|sujit kumar|prakash gill|vikas anand|,6.9,1986
Ek Chadar Maili Si,drama,hema malini|rishi kapoor|poonam dhillon|kulbhushan kharbanda|dina pathak|a.k. hangal|adarsh gautam|sourabh shailee|soni|gita siddharth|tarla mehta|shammi|gopi bhalla|neena cheema|,7.1,1986
Ek Ruka Hua Faisla,drama,deepak kejriwal|amitabh srivastava|pankaj kapur|s.m. zaheer|subhash udghate|hemant mishra|m.k. raina|k.k. raina|annu kapoor|subbiraj|shailendra goel|aziz qureshi|,8.3,1986
Genesis (1986 film),drama,shabana azmi|naseeruddin shah|om puri|,7.1,1986
Ghar Sansar,comedy|drama,jeetendra|sridevi|kader khan|ranjeet|shakti kapoor|kaajal kiran|lalita pawar|sulochana latkar|shreeram lagoo|gulshan grover|ravi baswani|padma khanna|aruna irani|anjana mumtaz|,5.3,1986
Haathon Ki Lakeeren,drama|family|musical,sanjeev kumar|zeenat aman|jackie shroff|priya rajvansh|sudhir dalvi|bharat kapoor|kamal kapoor|shubha khote|ram lal|arun mathur|yashodhan pandit|dina pathak|p.k. sharma|,7.7,1986
Kala Dhanda Goray Log,drama|family,sunil dutt|sanjay khan|anita raj|akbar khan|amrita singh|saeed jaffrey|sujit kumar|shreeram lagoo|shafi inamdar|bob christo|mohan agashe|sushma seth|leena das|anupam kher|,6.0,1986
Ilzaam,drama|family,shashi kapoor|shatrughan sinha|raj kiran|anita raj|neelam kothari|govinda|prem chopra|gita siddharth|shraddha verma|ramesh deo|manik irani|satish kaul|mac mohan|tej sapru|,6.2,1986
Insaaf Ki Awaaz,action,rekha|anil kapoor|richa sharma|kader khan|anupam kher|raj babbar|pallavi joshi|jagdeep|asrani|aruna irani|roopesh kumar|shafi inamdar|gulshan grover|tej sapru|,4.9,1986
Jaal (1986 film),action|drama,rekha|mithun chakraborty|mandakini|moon moon sen|amrit pal|jeetendra|vinod mehra|tanuja|jagdeep|gulshan grover|roopesh kumar|ila arun|tej sapru|yunus parvez|,5.7,1986
Jeeva (1986 film),action|drama|music,sanjay dutt|mandakini|amjad khan|shakti kapoor|sachin|gulshan grover|anupam kher|pran|shreeram lagoo|beena banerjee|,4.2,1986
Janbaaz,action|drama,feroz khan|anil kapoor|dimple kapadia|amrish puri|raza murad|shakti kapoor|jagdeep|kulbhushan kharbanda|arti gupta|sushma seth|dalip tahil|rekha|sridevi|puneet issar|,6.1,1986
Kaanch Ki Deewar,drama|family,sanjeev kumar|smita patil|shakti kapoor|rajan sippy|amrish puri|purnima|om prakash|jagdeep|,4.5,1986
Karma (1986 film),action|adventure|comedy,dilip kumar|nutan|naseeruddin shah|jackie shroff|anil kapoor|anupam kher|sridevi|poonam dhillon|satyanarayana kaikala|,7.4,1986
Khel Mohabbat Ka,romance,farooq shaikh|poonam dhillon|shakti kapoor|madan puri|prema narayan|ramesh deo|seema deo|birbal|tun tun|shivraj|saroj khan|madhu malhotra|satish chopra|mehmood jr.|,6.8,1986
Love 86,drama|romance,tanuja|rohan kapoor|neelam kothari|govinda|shafi inamdar|satish shah|ravi baswani|johnny lever|asrani|,5.8,1986
Main Balwaan,drama,ravi baswani|rakesh bedi|rita bhaduri|mithun chakraborty|dharmendra|utpal dutt|gorilla|johnny lever|ram mohan|raza murad|suresh oberoi|tej sapru|satish shah|,6.1,1986
Love and God,drama|romance,nimmi|sanjeev kumar|jayant|agha|nasir hussain|simi garewal|pran|nazima|achala sachdev|lalita pawar|randhir|hiralal|samson|murad|,6.5,1986
Mera Dharam,action|thriller,jackie shroff|amrita singh|shakti kapoor|aruna irani|pradeep kumar|romesh sharma|sharat saxena|sudhir pandey|bharat bhushan|devendra pandit|mini tabassum|naushir khatau|azaad irani|cyrus khatau|,3.2,1986
Mazloom,action|crime|drama,bina|feroz|goga kapoor|pinchoo kapoor|shakti kapoor|heena kausar|shubha khote|mandakini|parmesh nair|suresh oberoi|yunus parvez|rajesh puri|guddu purnima|anita raj|,5.0,1986
Mera Haque,action,sanjay dutt|anita raj|gulshan grover|bindu|raza murad|ramesh deo|jagdish raj|shakti kapoor|,4.8,1986
Naseeb Apna Apna (1986 film),comedy|drama,rakesh bedi|seema deo|rishi kapoor|satyendra kapoor|gulshan kumar|farha naaz|amrish puri|,5.7,1986
Nasihat,drama|family,rajesh khanna|shabana azmi|deepti naval|mithun chakraborty|amjad khan|tanuja|aruna irani|kader khan|,5.2,1986
New Delhi Times (film),drama|mystery,shashi kapoor|sharmila tagore|om puri|kulbhushan kharbanda|a.k. hangal|m.k. raina|manohar singh|,7.5,1986
Mohabbat Ki Kasam,action|drama,amjad khan|kulbhushan kharbanda|tanuja|rajesh khanna|moon moon sen|dharmendra|anita raj|vinod mehra|shoma anand|master bhagwan|guddi maruti|rajesh puri|paintal|,6.0,1986
Muddat,action|comedy|crime,sadashiv amrapurkar|vikas anand|asrani|urmila bhatt|mithun chakraborty|manik irani|goga kapoor|satyendra kapoor|shakti kapoor|kader khan|padmini kolhapure|roopesh kumar|shreeram lagoo|yunus parvez|,6.2,1986
Naache Mayuri,drama|family,sudha chandran|shekhar suman|aruna irani|vinod nagpal|dina pathak|satyendra kapoor|roobini|sushma seth|babli|master sandeep lele|chandrashekhar|anjana mumtaz|dinesh hingoo|huma khan|,7.1,1986
Naam (1986 film),crime|drama|thriller,nutan|kumar gaurav|sanjay dutt|poonam dhillon|amrita singh|pankaj udhas|paresh rawal|akash khurana|ram mohan|gurbachan singh|ashutosh gowariker|ghanshyam rohera|shehnaz anand|rita rani kaul|,7.5,1986
Suhaagan,romance,jeetendra|sridevi|padmini kolhapure|raj babbar|pran|,5.9,1986
Palay Khan (film),action|thriller,jackie shroff|poonam dhillon|farha naaz|anupam kher|shakti kapoor|suresh oberoi|sushma seth|satyendra kapoor|puneet issar|raza murad|priti sapru|dinesh thakur|roopesh kumar|mac mohan|,6.6,1986
Pyar Kiya Hai Pyar Karenge,drama|romance,anil kapoor|padmini kolhapure|anita raj|ashok kumar|sushma seth|deepak parashar|satyendra kapoor|ramesh deo|seema deo|,3.4,1986
Pyaar Ke Do Pal,action|drama,bindu|mithun chakraborty|krishan dhawan|jagdeep|janak|simple kapadia|satyendra kapoor|shubha khote|amrit pal|lalita pawar|jaya prada|anjan srivastav|tiku talsania|ashutosh thakur|,6.1,1986
Qatl,mystery|thriller,sanjeev kumar|ranjeeta kaur|shatrughan sinha|sarika|marc zuber|ashok kumar|saeed jaffrey|dinesh hingoo|leena das|amin sayani|t.p. jain|keshav rana|piloo j. wadia|a.k. agnihotri|,7.0,1986
Nagina (1986 film),fantasy|romance,sridevi|rishi kapoor|amrish puri|prem chopra|roobini|sushma seth|jagdeep|pinchoo kapoor|viju khote|guddi maruti|chhote ustad|manmauji|dev sharma|aditya sharma|,6.6,1986
